Country,Year,Daily_Cigarettes,Percentage_Male_Smokers,Percentage_Female_Smokers,Percentage_Total_Smokers,Smokers_Total,Smokers_Female,Smokers_Male,Region
Serbia,2008,25.3,27.7,33.7,22.1,2238137,921629,1316507,Europe
Serbia,2009,24.8,27.3,33.1,21.9,2197130,908570,1288560,Europe
Serbia,2010,24.3,27.0,32.6,21.7,2164905,898733,1266172,Europe
Serbia,2011,23.9,26.7,32.2,21.6,2138205,891003,1247201,Europe
Serbia,2012,23.5,26.5,31.9,21.5,2118021,885420,1232601,Europe
Seychelles,1980,20.9,17.8,31.1,4.4,7191,884,6307,Africa
Seychelles,1981,20.1,17.6,30.9,4.3,7349,905,6444,Africa
Seychelles,1982,19.6,17.6,30.8,4.3,7554,930,6623,Africa
Seychelles,1983,19.2,17.7,30.9,4.4,7776,957,6819,Africa
Seychelles,1984,18.9,17.7,31.0,4.4,7948,979,6969,Africa
Seychelles,1985,18.3,17.6,30.8,4.4,8000,989,7011,Africa
Seychelles,1986,17.9,17.5,30.7,4.4,7981,993,6987,Africa
Seychelles,1987,17.6,17.4,30.7,4.4,7905,992,6912,Africa
Seychelles,1988,17.3,17.3,30.6,4.3,7796,987,6808,Africa
Seychelles,1989,16.4,17.1,30.3,4.3,7678,979,6698,Africa
Seychelles,1990,15.3,16.8,29.9,4.2,7635,976,6659,Africa
Seychelles,1991,14.3,16.7,29.6,4.2,7719,982,6737,Africa
Seychelles,1992,13.1,16.5,29.3,4.1,7876,995,6881,Africa
Seychelles,1993,12.0,16.3,28.9,4.0,8079,1013,7066,Africa
Seychelles,1994,11.3,16.3,28.7,4.0,8306,1035,7271,Africa
Seychelles,1995,10.8,16.2,28.6,4.0,8510,1056,7454,Africa
Seychelles,1996,10.4,16.1,28.4,4.0,8628,1073,7555,Africa
Seychelles,1997,9.7,15.9,28.1,3.9,8662,1081,7582,Africa
Seychelles,1998,9.0,15.7,27.8,3.9,8673,1086,7587,Africa
Seychelles,1999,8.5,15.6,27.6,3.9,8741,1098,7643,Africa
Seychelles,2000,8.0,15.5,27.5,3.8,8878,1118,7760,Africa
Seychelles,2001,7.6,15.5,27.5,3.8,9096,1146,7950,Africa
Seychelles,2002,7.3,15.5,27.5,3.8,9386,1182,8203,Africa
Seychelles,2003,7.2,15.6,27.7,3.9,9742,1224,8518,Africa
Seychelles,2004,7.1,15.7,27.9,3.9,10107,1261,8846,Africa
Seychelles,2005,6.9,15.8,28.0,3.9,10417,1287,9130,Africa
Seychelles,2006,6.6,15.9,28.0,3.9,10671,1301,9370,Africa
Seychelles,2007,6.2,15.9,27.9,3.8,10870,1305,9565,Africa
Seychelles,2008,5.9,15.9,27.8,3.8,11048,1307,9742,Africa
Seychelles,2009,5.5,15.9,27.7,3.8,11188,1306,9882,Africa
Seychelles,2010,5.1,15.9,27.6,3.8,11264,1304,9960,Africa
Seychelles,2011,4.6,15.8,27.4,3.7,11303,1306,9997,Africa
Seychelles,2012,4.2,15.7,27.3,3.7,11319,1311,10008,Africa
Sierra Leone,1980,7.3,18.8,32.0,6.0,336255,54731,281524,Africa
Sierra Leone,1981,7.3,18.7,31.8,6.0,341013,55510,285503,Africa
Sierra Leone,1982,7.2,18.6,31.7,6.0,345654,56254,289400,Africa
Sierra Leone,1983,7.1,18.6,31.5,6.0,350721,57087,293634,Africa
Sierra Leone,1984,7.1,18.5,31.4,5.9,356558,58091,298467,Africa
Sierra Leone,1985,7.0,18.4,31.2,5.9,363343,59302,304041,Africa
Sierra Leone,1986,6.9,18.3,31.0,5.9,371379,60757,310622,Africa
Sierra Leone,1987,6.8,18.2,30.8,5.9,380584,62417,318167,Africa
Sierra Leone,1988,6.7,18.1,30.6,5.9,389520,63978,325542,Africa
Sierra Leone,1989,6.6,18.0,30.5,5.8,396555,65179,331376,Africa
Sierra Leone,1990,6.5,17.9,30.3,5.8,400500,65911,334589,Africa
Sierra Leone,1991,6.3,17.8,30.1,5.8,400503,66006,334498,Africa
Sierra Leone,1992,6.2,17.7,30.0,5.8,397456,65656,331801,Africa
Sierra Leone,1993,6.0,17.6,29.8,5.8,392839,65099,327740,Africa
Sierra Leone,1994,5.9,17.5,29.6,5.7,388511,64555,323957,Africa
Sierra Leone,1995,5.7,17.4,29.5,5.7,385882,64220,321662,Africa
Sierra Leone,1996,5.5,17.4,29.4,5.7,385045,64118,320926,Africa
Sierra Leone,1997,5.3,17.3,29.2,5.7,384803,64705,320098,Africa
Sierra Leone,1998,5.0,17.2,29.1,5.7,387664,65453,322211,Africa
Sierra Leone,1999,4.8,17.2,29.0,5.7,394466,66753,327713,Africa
Sierra Leone,2000,4.6,17.2,29.0,5.7,405604,68709,336895,Africa
Sierra Leone,2001,4.4,17.2,29.0,5.7,421726,71405,350321,Africa
Sierra Leone,2002,4.3,17.2,29.1,5.7,442591,74697,367894,Africa
Sierra Leone,2003,4.3,17.3,29.2,5.7,466040,78405,387635,Africa
Sierra Leone,2004,4.3,17.3,29.3,5.7,489179,82054,407125,Africa
Sierra Leone,2005,4.3,17.4,29.4,5.7,510220,85377,424843,Africa
Sierra Leone,2006,4.3,17.4,29.5,5.7,528518,88339,440179,Africa
Sierra Leone,2007,4.4,17.5,29.6,5.8,544342,91074,453268,Africa
Sierra Leone,2008,4.4,17.5,29.6,5.8,558257,93740,464517,Africa
Sierra Leone,2009,4.4,17.5,29.5,5.9,570904,97623,473281,Africa
Sierra Leone,2010,4.4,17.6,29.5,6.0,584630,100501,484129,Africa
Sierra Leone,2011,4.4,17.6,29.5,6.0,598997,103460,495537,Africa
Sierra Leone,2012,4.5,17.6,29.5,6.0,614196,106531,507666,Africa
Singapore,1980,28.7,17.4,29.4,4.9,306001,42838,263163,Asia
Singapore,1981,27.8,17.2,29.2,4.9,310001,43135,266865,Asia
Singapore,1982,27.2,17.0,29.0,4.8,313317,43268,270049,Asia
Singapore,1983,26.6,16.9,28.8,4.7,316176,43285,272891,Asia
Singapore,1984,26.0,16.7,28.6,4.6,318636,43186,275450,Asia
Singapore,1985,25.5,16.6,28.4,4.5,321563,43127,278436,Asia
Singapore,1986,25.2,16.5,28.3,4.4,325564,43185,282379,Asia
Singapore,1987,24.8,16.4,28.2,4.3,329149,43001,286148,Asia
Singapore,1988,24.6,16.2,28.0,4.2,322394,41951,280443,Asia
Singapore,1989,24.2,16.0,27.8,4.1,326062,41724,284338,Asia
Singapore,1990,23.8,15.9,27.7,4.0,335721,42266,293455,Asia
Singapore,1991,23.5,15.8,27.5,3.9,340206,42277,297929,Asia
Singapore,1992,23.2,15.7,27.4,3.8,344468,42224,302245,Asia
Singapore,1993,22.9,15.5,27.3,3.7,347795,41971,305824,Asia
Singapore,1994,22.6,15.3,27.1,3.6,350358,41616,308743,Asia
Singapore,1995,22.3,15.1,26.8,3.5,352461,41192,311269,Asia
Singapore,1996,22.1,14.9,26.6,3.4,354775,40858,313917,Asia
Singapore,1997,21.9,14.7,26.2,3.4,356155,41214,314940,Asia
Singapore,1998,21.9,14.5,25.8,3.3,358465,41804,316660,Asia
Singapore,1999,22.1,14.2,25.3,3.4,358544,42937,315606,Asia
Singapore,2000,22.1,14.0,24.8,3.4,358342,44294,314048,Asia
Singapore,2001,22.2,13.8,24.4,3.5,361075,46307,314769,Asia
Singapore,2002,22.2,13.7,24.1,3.6,364384,48313,316071,Asia
Singapore,2003,22.1,13.5,23.7,3.6,368920,50383,318537,Asia
Singapore,2004,21.9,13.4,23.4,3.7,373250,52539,320711,Asia
Singapore,2005,21.4,13.4,23.3,3.7,381135,54396,326739,Asia
Singapore,2006,20.9,13.3,23.2,3.8,390141,56575,333566,Asia
Singapore,2007,20.3,13.3,23.2,3.8,389606,57065,332541,Asia
Singapore,2008,19.8,13.3,23.1,3.8,397983,58752,339231,Asia
Singapore,2009,19.4,13.3,23.1,3.9,411305,61359,349946,Asia
Singapore,2010,18.9,13.2,23.1,3.9,416365,62180,354185,Asia
Singapore,2011,18.5,13.2,23.0,3.8,419092,62389,356704,Asia
Singapore,2012,18.1,13.1,22.9,3.8,422659,62902,359757,Asia
Slovakia,1980,25.9,24.4,34.4,15.0,897431,284145,613286,Europe
Slovakia,1981,25.8,24.4,34.4,14.9,901577,284384,617192,Europe
Slovakia,1982,25.8,24.3,34.4,14.8,905270,284537,620733,Europe
Slovakia,1983,25.8,24.3,34.5,14.7,908874,284691,624183,Europe
Slovakia,1984,25.8,24.3,34.5,14.7,912804,285332,627472,Europe
Slovakia,1985,25.8,24.2,34.5,14.6,916893,286480,630413,Europe
Slovakia,1986,25.8,24.2,34.5,14.6,920886,287730,633156,Europe
Slovakia,1987,25.9,24.1,34.4,14.6,925276,289158,636118,Europe
Slovakia,1988,25.9,24.1,34.4,14.5,930483,290807,639676,Europe
Slovakia,1989,25.9,24.0,34.3,14.5,936319,292432,643887,Europe
Slovakia,1990,25.9,24.0,34.3,14.4,942685,294164,648521,Europe
Slovakia,1991,25.9,24.0,34.4,14.4,951772,296463,655309,Europe
Slovakia,1992,25.9,24.0,34.5,14.4,963764,299518,664247,Europe
Slovakia,1993,25.9,24.1,34.6,14.4,977196,303167,674029,Europe
Slovakia,1994,25.9,24.2,34.9,14.4,991971,306803,685168,Europe
Slovakia,1995,25.8,24.3,35.1,14.4,1006906,310219,696687,Europe
Slovakia,1996,25.8,24.5,35.4,14.4,1021509,313445,708065,Europe
Slovakia,1997,25.9,24.4,35.1,14.5,1028186,318032,710153,Europe
Slovakia,1998,26.0,24.3,34.9,14.6,1033918,321573,712345,Europe
Slovakia,1999,26.1,24.3,34.8,14.6,1040152,324658,715494,Europe
Slovakia,2000,26.2,24.2,34.7,14.6,1046701,327337,719365,Europe
Slovakia,2001,26.4,24.2,34.6,14.5,1052854,329592,723262,Europe
Slovakia,2002,26.5,24.1,34.5,14.5,1057945,331960,725985,Europe
Slovakia,2003,26.7,24.0,34.2,14.6,1061157,335111,726046,Europe
Slovakia,2004,27.2,23.7,33.4,14.8,1057072,343729,713343,Europe
Slovakia,2005,27.6,23.5,32.6,15.1,1052168,351600,700568,Europe
Slovakia,2006,28.1,23.0,31.9,14.9,1039228,349008,690220,Europe
Slovakia,2007,28.7,22.6,31.2,14.6,1025461,345038,680423,Europe
Slovakia,2008,29.2,22.2,30.7,14.4,1014590,341020,673570,Europe
Slovakia,2009,29.7,22.0,30.4,14.2,1008540,338146,670395,Europe
Slovakia,2010,29.8,22.1,30.5,14.2,1014609,339581,675028,Europe
Slovakia,2011,29.7,22.2,30.7,14.3,1023995,342021,681974,Europe
Slovakia,2012,29.7,22.4,31.0,14.4,1035400,344950,690450,Europe
Slovenia,1980,34.8,30.3,37.8,23.6,426184,175134,251050,Europe
Slovenia,1981,34.4,29.9,37.2,23.4,427141,175753,251388,Europe
Slovenia,1982,34.1,29.6,36.7,23.2,428971,176611,252359,Europe
Slovenia,1983,33.8,29.3,36.2,23.0,430894,177527,253367,Europe
Slovenia,1984,33.5,29.0,35.7,22.8,432148,178317,253831,Europe
Slovenia,1985,33.2,28.6,35.1,22.6,432272,178740,253532,Europe
Slovenia,1986,33.0,28.2,34.5,22.4,430897,178654,252243,Europe
Slovenia,1987,32.7,27.7,33.9,22.1,428798,178211,250587,Europe
Slovenia,1988,32.6,27.3,33.3,21.8,426185,177528,248657,Europe
Slovenia,1989,32.4,26.9,32.7,21.5,423048,176809,246239,Europe
Slovenia,1990,32.3,26.5,32.2,21.3,420520,176408,244112,Europe
Slovenia,1991,32.2,26.2,31.8,21.2,418763,176443,242321,Europe
Slovenia,1992,32.1,26.0,31.4,21.1,417040,176666,240374,Europe
Slovenia,1993,32.0,25.7,30.8,21.0,414255,176635,237621,Europe
Slovenia,1994,31.7,25.3,30.3,20.8,410746,176254,234491,Europe
Slovenia,1995,31.5,25.0,29.7,20.7,406807,175465,231342,Europe
Slovenia,1996,31.1,24.6,29.1,20.4,402705,174189,228516,Europe
Slovenia,1997,30.6,24.3,28.7,20.3,400051,173155,226896,Europe
Slovenia,1998,30.1,24.0,28.2,20.0,396774,171672,225102,Europe
Slovenia,1999,29.6,23.6,27.7,19.7,392348,169726,222622,Europe
Slovenia,2000,29.2,23.1,27.1,19.4,386973,167572,219400,Europe
Slovenia,2001,28.9,22.7,26.5,19.1,381207,165462,215746,Europe
Slovenia,2002,28.7,22.2,25.9,18.7,375110,163358,211752,Europe
Slovenia,2003,28.4,21.8,25.3,18.4,369674,161520,208154,Europe
Slovenia,2004,28.1,21.5,24.9,18.3,367107,161141,205966,Europe
Slovenia,2005,27.7,21.3,24.6,18.2,365996,160941,205055,Europe
Slovenia,2006,27.3,21.2,24.6,18.0,365914,159445,206469,Europe
Slovenia,2007,26.7,21.2,24.7,17.8,367815,158610,209205,Europe
Slovenia,2008,25.9,21.4,25.0,17.9,374655,160014,214641,Europe
Slovenia,2009,25.2,21.8,25.6,18.2,384272,162563,221709,Europe
Slovenia,2010,24.9,22.0,25.8,18.3,388580,163852,224727,Europe
Slovenia,2011,24.8,22.1,25.9,18.4,391621,164950,226671,Europe
Slovenia,2012,24.7,22.2,26.0,18.5,393481,165707,227773,Europe
Solomon Islands,1980,5.0,29.0,41.0,16.1,35195,9436,25759,
Solomon Islands,1981,5.0,29.0,41.0,16.1,36344,9757,26587,
Solomon Islands,1982,5.0,29.0,41.0,16.1,37470,10077,27393,
Solomon Islands,1983,5.0,29.0,41.0,16.1,38585,10399,28186,
Solomon Islands,1984,4.9,28.9,41.0,16.1,39746,10735,29011,
Solomon Islands,1985,4.8,28.9,40.9,16.1,40976,11089,29887,
Solomon Islands,1986,4.7,28.8,40.8,16.0,42272,11459,30812,
Solomon Islands,1987,4.6,28.7,40.7,16.0,43640,11855,31785,
Solomon Islands,1988,4.4,28.5,40.5,15.9,45075,12272,32803,
Solomon Islands,1989,4.3,28.4,40.4,15.9,46610,12714,33896,
Solomon Islands,1990,4.2,28.4,40.3,15.9,48274,13182,35092,
Solomon Islands,1991,4.1,28.4,40.3,15.8,50032,13661,36371,
Solomon Islands,1992,4.0,28.3,40.3,15.8,51845,14146,37699,
Solomon Islands,1993,3.9,28.3,40.3,15.8,53751,14652,39099,
Solomon Islands,1994,3.9,28.4,40.4,15.8,55751,15165,40585,
Solomon Islands,1995,3.8,28.4,40.5,15.8,57843,15689,42154,
Solomon Islands,1996,3.8,28.5,40.7,15.7,59992,16212,43780,
Solomon Islands,1997,3.7,28.4,40.5,15.7,61821,16668,45153,
Solomon Islands,1998,3.7,28.4,40.5,15.6,63812,17175,46637,
Solomon Islands,1999,3.6,28.4,40.5,15.6,65866,17749,48117,
Solomon Islands,2000,3.5,28.3,40.5,15.6,67849,18325,49523,
Solomon Islands,2001,3.4,28.3,40.4,15.6,69722,18903,50818,
Solomon Islands,2002,3.3,28.2,40.2,15.6,71480,19468,52011,
Solomon Islands,2003,3.2,28.0,40.1,15.6,73216,20060,53157,
Solomon Islands,2004,3.2,27.9,39.9,15.6,74862,20641,54221,
Solomon Islands,2005,3.1,27.7,39.6,15.5,76363,21176,55186,
Solomon Islands,2006,3.1,27.5,39.3,15.5,77767,21691,56076,
Solomon Islands,2007,3.2,27.2,38.8,15.3,78728,22087,56641,
Solomon Islands,2008,3.2,26.9,38.4,15.2,79839,22495,57343,
Solomon Islands,2009,3.3,26.8,38.3,15.2,81538,23040,58497,
Solomon Islands,2010,3.3,26.8,38.3,15.2,83493,23653,59840,
Solomon Islands,2011,3.4,26.8,38.3,15.3,85636,24320,61317,
Solomon Islands,2012,3.4,26.8,38.2,15.3,87843,24986,62857,
Somalia,1980,21.8,11.3,20.1,2.7,386051,47595,338457,
Somalia,1981,21.8,11.2,20.1,2.7,395203,48747,346456,
Somalia,1982,21.8,11.2,20.0,2.7,395259,48732,346527,
Somalia,1983,21.8,11.2,20.0,2.7,389206,47963,341244,
Somalia,1984,21.8,11.2,19.9,2.7,382088,47045,335043,
Somalia,1985,21.9,11.1,19.9,2.7,377509,46413,331096,
Somalia,1986,21.9,11.1,19.9,2.7,376632,46168,330465,
Somalia,1987,22.0,11.1,19.8,2.7,378470,46200,332270,
Somalia,1988,22.0,11.1,19.8,2.6,381554,46387,335167,
Somalia,1989,22.1,11.0,19.8,2.6,384007,46533,337474,
Somalia,1990,22.1,11.0,19.8,2.6,384567,46477,338091,
Somalia,1991,22.2,11.0,19.8,2.6,382809,46164,336645,
Somalia,1992,22.2,11.0,19.7,2.6,379426,45659,333768,
Somalia,1993,22.3,11.0,19.7,2.6,376050,45121,330928,
Somalia,1994,22.3,11.0,19.7,2.6,374231,44741,329490,
Somalia,1995,22.3,10.9,19.6,2.6,375408,44730,330678,
Somalia,1996,22.3,10.9,19.6,2.5,380189,45114,335075,
Somalia,1997,22.7,10.7,19.3,2.4,382148,43369,338779,
Somalia,1998,23.1,10.5,19.1,2.3,386799,42343,344456,
Somalia,1999,23.4,10.4,18.9,2.2,393011,41847,351164,
Somalia,2000,23.7,10.2,18.7,2.1,399655,41674,357981,
Somalia,2001,24.0,10.1,18.5,2.0,406389,41698,364692,
Somalia,2002,24.2,10.1,18.4,2.0,413512,41888,371624,
Somalia,2003,24.5,10.0,18.3,2.0,420949,42224,378725,
Somalia,2004,24.8,9.9,18.2,1.9,428613,42648,385965,
Somalia,2005,25.0,9.9,18.1,1.9,436876,43127,393748,
Somalia,2006,25.3,9.8,18.0,1.9,445629,43656,401973,
Somalia,2007,25.6,9.8,17.9,1.9,454764,44265,410498,
Somalia,2008,25.8,9.7,17.9,1.9,464293,44923,419370,
Somalia,2009,26.1,9.7,17.8,1.8,474791,45701,429090,
Somalia,2010,26.3,9.7,17.7,1.8,486542,46604,439938,
Somalia,2011,26.5,9.6,17.7,1.8,499596,47668,451928,
Somalia,2012,26.6,9.6,17.6,1.8,513594,48838,464756,
South Africa,1980,22.6,23.7,38.4,9.3,4025272,798640,3226631,Africa
South Africa,1981,22.1,23.5,38.1,9.2,4105302,814291,3291011,Africa
South Africa,1982,21.8,23.4,37.9,9.2,4206079,833858,3372221,Africa
South Africa,1983,21.5,23.3,37.8,9.1,4321325,855760,3465565,Africa
South Africa,1984,21.1,23.2,37.6,9.1,4428537,877409,3551128,Africa
South Africa,1985,20.8,23.2,37.6,9.1,4545090,901299,3643790,Africa
South Africa,1986,20.5,23.1,37.6,9.1,4662194,926419,3735775,Africa
South Africa,1987,20.2,23.1,37.5,9.1,4771594,950491,3821103,Africa
South Africa,1988,19.6,23.0,37.4,9.0,4872994,973881,3899112,Africa
South Africa,1989,19.0,22.8,37.2,9.0,4982965,999403,3983562,Africa
South Africa,1990,18.4,22.8,37.1,9.0,5118080,1029127,4088953,Africa
South Africa,1991,17.8,22.7,37.1,9.0,5278584,1062800,4215784,Africa
South Africa,1992,17.3,22.8,37.2,9.0,5464407,1099461,4364946,Africa
South Africa,1993,16.8,22.8,37.2,8.9,5656208,1137126,4519082,Africa
South Africa,1994,16.1,22.7,37.2,8.9,5838436,1175735,4662700,Africa
South Africa,1995,15.4,22.6,37.1,8.9,6002634,1213949,4788686,Africa
South Africa,1996,14.7,22.5,36.9,9.0,6144491,1253766,4890725,Africa
South Africa,1997,14.3,22.0,35.8,8.9,6157621,1283758,4873863,Africa
South Africa,1998,13.9,21.5,34.8,8.9,6165442,1312133,4853309,Africa
South Africa,1999,13.8,20.6,33.1,8.7,6042932,1320451,4722482,Africa
South Africa,2000,13.7,19.6,31.5,8.5,5904379,1318506,4585873,Africa
South Africa,2001,13.7,18.7,29.9,8.3,5761120,1312372,4448748,Africa
South Africa,2002,13.6,17.9,28.4,8.1,5617076,1309705,4307370,Africa
South Africa,2003,13.6,17.1,26.9,7.9,5486651,1317107,4169544,Africa
South Africa,2004,13.6,16.2,25.3,7.8,5317589,1330522,3987066,Africa
South Africa,2005,13.6,15.5,23.7,7.8,5166459,1358401,3808058,Africa
South Africa,2006,13.5,14.9,22.4,8.0,5072256,1419926,3652331,Africa
South Africa,2007,13.2,14.5,21.3,8.3,5022143,1493810,3528333,Africa
South Africa,2008,12.7,14.4,21.0,8.4,5070587,1543199,3527388,Africa
South Africa,2009,12.4,14.5,20.9,8.5,5161060,1587899,3573161,Africa
South Africa,2010,12.1,14.6,21.1,8.6,5265381,1622558,3642822,Africa
South Africa,2011,11.9,14.7,21.3,8.6,5375874,1648305,3727569,Africa
South Africa,2012,11.8,14.9,21.7,8.7,5491791,1669391,3822400,Africa
South Korea,1980,22.7,34.1,62.4,6.7,8446893,841110,7605783,Asia
South Korea,1981,22.8,34.2,62.8,6.6,8710215,850909,7859307,Asia
South Korea,1982,22.9,34.3,63.0,6.5,8966882,857516,8109366,Asia
South Korea,1983,23.0,34.3,63.2,6.3,9217350,862897,8354454,Asia
South Korea,1984,23.1,34.3,63.3,6.2,9469450,868660,8600790,Asia
South Korea,1985,23.2,34.3,63.5,6.1,9725105,875199,8849906,Asia
South Korea,1986,23.2,34.3,63.5,6.0,9978974,881369,9097605,Asia
South Korea,1987,23.2,34.3,63.5,5.9,10226613,887133,9339479,Asia
South Korea,1988,23.2,34.2,63.4,5.8,10460395,891456,9568939,Asia
South Korea,1989,23.2,34.1,63.3,5.6,10676073,894592,9781481,Asia
South Korea,1990,23.2,33.9,63.0,5.6,10839743,897658,9942086,Asia
South Korea,1991,23.4,33.6,62.5,5.3,10925914,879966,10045948,Asia
South Korea,1992,23.5,33.2,62.0,5.2,10989076,863314,10125762,Asia
South Korea,1993,23.7,32.9,61.5,5.0,11043459,852826,10190633,Asia
South Korea,1994,23.6,32.8,61.4,5.0,11154574,862005,10292569,Asia
South Korea,1995,23.5,32.7,61.1,5.0,11261065,878324,10382741,Asia
South Korea,1996,23.5,32.5,60.6,5.1,11303588,891166,10412423,Asia
South Korea,1997,23.5,32.1,59.7,5.1,11290378,903707,10386672,Asia
South Korea,1998,23.6,31.6,58.8,5.1,11267152,919534,10347618,Asia
South Korea,1999,23.9,31.0,57.4,5.1,11142086,924886,10217201,Asia
South Korea,2000,24.1,30.3,56.1,5.1,11019242,938378,10080864,Asia
South Korea,2001,24.4,29.7,54.7,5.2,10878251,955397,9922855,Asia
South Korea,2002,24.7,29.0,53.4,5.2,10729266,976559,9752706,Asia
South Korea,2003,25.0,28.3,52.0,5.3,10570932,1001593,9569339,Asia
South Korea,2004,25.2,27.7,50.5,5.4,10412165,1029243,9382923,Asia
South Korea,2005,25.5,27.0,49.1,5.5,10264020,1059472,9204548,Asia
South Korea,2006,25.6,26.4,47.9,5.6,10170250,1087343,9082907,Asia
South Korea,2007,25.7,25.8,46.6,5.6,10083198,1114597,8968601,Asia
South Korea,2008,25.7,25.3,45.5,5.7,10010697,1141895,8868802,Asia
South Korea,2009,25.7,24.8,44.5,5.7,9953211,1167220,8785990,Asia
South Korea,2010,25.6,24.4,43.5,5.8,9905257,1189974,8715283,Asia
South Korea,2011,25.4,24.1,42.9,5.8,9908890,1206226,8702664,Asia
South Korea,2012,25.0,24.0,42.7,5.8,9961625,1213619,8748006,Asia
Spain,1980,21.5,34.2,43.6,25.5,9504425,3666698,5837727,Europe
Spain,1981,21.5,34.1,43.5,25.3,9592918,3688793,5904125,Europe
Spain,1982,21.6,34.0,43.5,25.2,9694942,3713483,5981459,Europe
Spain,1983,21.6,33.9,43.5,25.0,9794318,3734998,6059320,Europe
Spain,1984,21.7,33.9,43.6,24.9,9904523,3761398,6143125,Europe
Spain,1985,21.8,34.0,43.7,24.9,10031053,3797487,6233567,Europe
Spain,1986,21.8,34.1,43.9,25.0,10176847,3847876,6328971,Europe
Spain,1987,21.6,34.3,44.0,25.1,10340591,3917318,6423273,Europe
Spain,1988,21.4,34.5,44.1,25.5,10516386,4009390,6506996,Europe
Spain,1989,21.0,35.0,44.3,26.2,10777871,4166776,6611095,Europe
Spain,1990,20.6,35.2,44.2,26.7,10956746,4294972,6661774,Europe
Spain,1991,20.5,35.1,43.8,27.0,11071447,4388047,6683401,Europe
Spain,1992,20.6,34.7,43.1,26.9,11078815,4424195,6654620,Europe
Spain,1993,21.0,34.2,42.3,26.5,11010037,4410892,6599145,Europe
Spain,1994,21.4,33.5,41.5,26.0,10901098,4357820,6543278,Europe
Spain,1995,21.9,32.7,40.6,25.3,10741463,4279260,6462202,Europe
Spain,1996,22.3,31.9,39.8,24.5,10591039,4189575,6401465,Europe
Spain,1997,22.7,31.3,39.2,23.8,10448165,4097222,6350943,Europe
Spain,1998,22.9,30.7,38.7,23.2,10330533,4018439,6312094,Europe
Spain,1999,23.0,30.2,38.0,22.8,10253452,3988812,6264639,Europe
Spain,2000,22.9,29.8,37.2,22.7,10218562,4013630,6204932,Europe
Spain,2001,22.8,29.4,36.3,22.8,10225492,4085810,6139681,Europe
Spain,2002,22.6,29.0,35.3,23.0,10242496,4181727,6060769,Europe
Spain,2003,22.6,28.3,33.9,23.0,10179032,4240704,5938328,Europe
Spain,2004,22.4,27.9,32.9,23.0,10165195,4302704,5862490,Europe
Spain,2005,22.2,27.4,32.0,22.9,10152824,4347130,5805694,Europe
Spain,2006,22.0,26.8,31.1,22.6,10088801,4341839,5746962,Europe
Spain,2007,21.7,26.2,30.5,22.1,10049238,4323078,5726160,Europe
Spain,2008,21.4,25.7,30.0,21.7,9999135,4289375,5709760,Europe
Spain,2009,21.2,25.3,29.6,21.2,9894596,4232287,5662308,Europe
Spain,2010,20.9,25.0,29.3,20.9,9831673,4191880,5639793,Europe
Spain,2011,20.5,24.8,29.1,20.7,9788908,4165715,5623193,Europe
Spain,2012,20.0,24.7,29.0,20.6,9798622,4162598,5636023,Europe
Sri Lanka,1980,12.7,13.4,24.7,1.5,1286960,70460,1216500,Asia
Sri Lanka,1981,12.3,13.3,24.6,1.5,1308479,72178,1236301,Asia
Sri Lanka,1982,11.9,13.2,24.5,1.5,1329716,73779,1255937,Asia
Sri Lanka,1983,11.5,13.2,24.5,1.5,1351336,75341,1275995,Asia
Sri Lanka,1984,11.2,13.2,24.4,1.5,1373253,76922,1296331,Asia
Sri Lanka,1985,10.8,13.1,24.4,1.5,1396152,78666,1317487,Asia
Sri Lanka,1986,10.5,13.1,24.4,1.5,1420541,80585,1339956,Asia
Sri Lanka,1987,10.3,13.1,24.3,1.5,1446664,82686,1363978,Asia
Sri Lanka,1988,10.1,13.0,24.3,1.5,1473485,84979,1388506,Asia
Sri Lanka,1989,9.9,13.0,24.3,1.5,1500079,87382,1412697,Asia
Sri Lanka,1990,9.7,13.0,24.3,1.5,1525051,89823,1435228,Asia
Sri Lanka,1991,9.5,12.9,24.2,1.5,1548955,92310,1456645,Asia
Sri Lanka,1992,9.3,12.9,24.1,1.6,1571884,94840,1477044,Asia
Sri Lanka,1993,9.1,12.8,24.0,1.6,1594252,97372,1496881,Asia
Sri Lanka,1994,8.8,12.7,23.9,1.6,1613692,99809,1513883,Asia
Sri Lanka,1995,8.6,12.7,23.8,1.6,1632228,101993,1530235,Asia
Sri Lanka,1996,8.4,12.6,23.8,1.6,1649056,103977,1545079,Asia
Sri Lanka,1997,8.3,12.5,23.6,1.5,1654225,102009,1552215,Asia
Sri Lanka,1998,8.1,12.4,23.4,1.5,1659823,100402,1559421,Asia
Sri Lanka,1999,8.1,12.3,23.3,1.4,1666346,98884,1567462,Asia
Sri Lanka,2000,8.0,12.2,23.1,1.4,1674712,97231,1577481,Asia
Sri Lanka,2001,8.0,12.0,23.0,1.4,1686603,95734,1590869,Asia
Sri Lanka,2002,8.1,11.9,22.8,1.3,1691284,91588,1599695,Asia
Sri Lanka,2003,8.2,11.7,22.6,1.2,1699106,87854,1611252,Asia
Sri Lanka,2004,8.3,11.6,22.5,1.1,1705431,81777,1623654,Asia
Sri Lanka,2005,8.3,11.5,22.4,1.0,1714244,76264,1637980,Asia
Sri Lanka,2006,8.4,11.5,22.4,0.9,1725276,71801,1653475,Asia
Sri Lanka,2007,8.3,11.5,22.6,0.9,1750967,72192,1678775,Asia
